,well,serum,dilution_factor,replicate,fastq
26,C4,AUS24_s009_postvax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_27_S27_R1_001.fastq.gz
27,D4,AUS24_s009_prevax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_28_S28_R1_001.fastq.gz
28,E4,AUS24_s008_postvax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_29_S29_R1_001.fastq.gz
29,F4,AUS24_s008_prevax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_30_S30_R1_001.fastq.gz
30,G4,AUS24_s007_postvax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_31_S31_R1_001.fastq.gz
31,H4,AUS24_s007_prevax,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_32_S32_R1_001.fastq.gz
32,A5,AUS24_s010_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_33_S33_R1_001.fastq.gz
33,B5,AUS24_s010_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_34_S34_R1_001.fastq.gz
34,C5,AUS24_s009_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_35_S35_R1_001.fastq.gz
35,D5,AUS24_s009_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_36_S36_R1_001.fastq.gz
36,E5,AUS24_s008_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_37_S37_R1_001.fastq.gz
37,F5,AUS24_s008_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_38_S38_R1_001.fastq.gz
38,G5,AUS24_s007_postvax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_39_S39_R1_001.fastq.gz
39,H5,AUS24_s007_prevax,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_40_S40_R1_001.fastq.gz
40,A6,AUS24_s010_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_41_S41_R1_001.fastq.gz
41,B6,AUS24_s010_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_42_S42_R1_001.fastq.gz
42,C6,AUS24_s009_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_43_S43_R1_001.fastq.gz
43,D6,AUS24_s009_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_44_S44_R1_001.fastq.gz
44,E6,AUS24_s008_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_45_S45_R1_001.fastq.gz
45,F6,AUS24_s008_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_46_S46_R1_001.fastq.gz
46,G6,AUS24_s007_postvax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_47_S47_R1_001.fastq.gz
47,H6,AUS24_s007_prevax,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_48_S48_R1_001.fastq.gz
48,A7,AUS24_s010_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_49_S49_R1_001.fastq.gz
49,B7,AUS24_s010_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_50_S50_R1_001.fastq.gz
50,C7,AUS24_s009_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_51_S51_R1_001.fastq.gz
51,D7,AUS24_s009_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_52_S52_R1_001.fastq.gz
52,E7,AUS24_s008_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_53_S53_R1_001.fastq.gz
53,F7,AUS24_s008_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_54_S54_R1_001.fastq.gz
54,G7,AUS24_s007_postvax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_55_S55_R1_001.fastq.gz
55,H7,AUS24_s007_prevax,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_56_S56_R1_001.fastq.gz
56,A8,AUS24_s010_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_57_S57_R1_001.fastq.gz
57,B8,AUS24_s010_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_58_S58_R1_001.fastq.gz
58,C8,AUS24_s009_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_59_S59_R1_001.fastq.gz
59,D8,AUS24_s009_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_60_S60_R1_001.fastq.gz
60,E8,AUS24_s008_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_61_S61_R1_001.fastq.gz
61,F8,AUS24_s008_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_62_S62_R1_001.fastq.gz
62,G8,AUS24_s007_postvax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_63_S63_R1_001.fastq.gz
63,H8,AUS24_s007_prevax,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_64_S64_R1_001.fastq.gz
64,A9,AUS24_s010_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_65_S65_R1_001.fastq.gz
65,B9,AUS24_s010_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_66_S66_R1_001.fastq.gz
66,C9,AUS24_s009_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_67_S67_R1_001.fastq.gz
67,D9,AUS24_s009_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_68_S68_R1_001.fastq.gz
68,E9,AUS24_s008_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_69_S69_R1_001.fastq.gz
69,F9,AUS24_s008_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_70_S70_R1_001.fastq.gz
70,G9,AUS24_s007_postvax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_71_S71_R1_001.fastq.gz
71,H9,AUS24_s007_prevax,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_72_S72_R1_001.fastq.gz
72,A10,AUS24_s010_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_73_S73_R1_001.fastq.gz
73,B10,AUS24_s010_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_74_S74_R1_001.fastq.gz
74,C10,AUS24_s009_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_75_S75_R1_001.fastq.gz
75,D10,AUS24_s009_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_76_S76_R1_001.fastq.gz
76,E10,AUS24_s008_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_77_S77_R1_001.fastq.gz
77,F10,AUS24_s008_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_78_S78_R1_001.fastq.gz
78,G10,AUS24_s007_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_79_S79_R1_001.fastq.gz
79,H10,AUS24_s007_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_80_S80_R1_001.fastq.gz
80,A11,AUS24_s010_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_81_S81_R1_001.fastq.gz
81,B11,AUS24_s010_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_82_S82_R1_001.fastq.gz
82,C11,AUS24_s009_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_83_S83_R1_001.fastq.gz
83,D11,AUS24_s009_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_84_S84_R1_001.fastq.gz
84,E11,AUS24_s008_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_85_S85_R1_001.fastq.gz
85,F11,AUS24_s008_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_86_S86_R1_001.fastq.gz
86,G11,AUS24_s007_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_87_S87_R1_001.fastq.gz
87,H11,AUS24_s007_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_88_S88_R1_001.fastq.gz
88,A12,AUS24_s010_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_89_S89_R1_001.fastq.gz
89,B12,AUS24_s010_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_90_S90_R1_001.fastq.gz
90,C12,AUS24_s009_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_91_S91_R1_001.fastq.gz
91,D12,AUS24_s009_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_92_S92_R1_001.fastq.gz
92,E12,AUS24_s008_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_93_S93_R1_001.fastq.gz
93,F12,AUS24_s008_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_94_S94_R1_001.fastq.gz
94,G12,AUS24_s007_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_95_S95_R1_001.fastq.gz
95,H12,AUS24_s007_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_96_S96_R1_001.fastq.gz
