,well,serum,dilution_factor,replicate,fastq
36,E5,DRIVE_y1977_s012_d30,320,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_37_S37_L002_R1_001.fastq.gz
37,F5,DRIVE_y1977_s012_d0,320,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_38_S38_L002_R1_001.fastq.gz
38,G5,DRIVE_y1991_s008_d30,320,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_39_S39_L002_R1_001.fastq.gz
39,H5,DRIVE_y1991_s008_d0,320,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_40_S40_L002_R1_001.fastq.gz
40,A6,DRIVE_y1990_s038_d30,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_41_S41_L002_R1_001.fastq.gz
41,B6,DRIVE_y1990_s038_d0,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_42_S42_L002_R1_001.fastq.gz
42,C6,DRIVE_y1976_s001_d30,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_43_S43_L002_R1_001.fastq.gz
43,D6,DRIVE_y1976_s001_d0,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_44_S44_L002_R1_001.fastq.gz
44,E6,DRIVE_y1977_s012_d30,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_45_S45_L002_R1_001.fastq.gz
45,F6,DRIVE_y1977_s012_d0,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_46_S46_L002_R1_001.fastq.gz
46,G6,DRIVE_y1991_s008_d30,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_47_S47_L002_R1_001.fastq.gz
47,H6,DRIVE_y1991_s008_d0,640,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_48_S48_L002_R1_001.fastq.gz
48,A7,DRIVE_y1990_s038_d30,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_49_S49_L002_R1_001.fastq.gz
49,B7,DRIVE_y1990_s038_d0,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_50_S50_L002_R1_001.fastq.gz
50,C7,DRIVE_y1976_s001_d30,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_51_S51_L002_R1_001.fastq.gz
51,D7,DRIVE_y1976_s001_d0,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_52_S52_L002_R1_001.fastq.gz
52,E7,DRIVE_y1977_s012_d30,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_53_S53_L002_R1_001.fastq.gz
53,F7,DRIVE_y1977_s012_d0,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_54_S54_L002_R1_001.fastq.gz
54,G7,DRIVE_y1991_s008_d30,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_55_S55_L002_R1_001.fastq.gz
55,H7,DRIVE_y1991_s008_d0,1280,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_56_S56_L002_R1_001.fastq.gz
56,A8,DRIVE_y1990_s038_d30,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_57_S57_L002_R1_001.fastq.gz
57,B8,DRIVE_y1990_s038_d0,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_58_S58_L002_R1_001.fastq.gz
58,C8,DRIVE_y1976_s001_d30,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_59_S59_L002_R1_001.fastq.gz
59,D8,DRIVE_y1976_s001_d0,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_60_S60_L002_R1_001.fastq.gz
60,E8,DRIVE_y1977_s012_d30,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_61_S61_L002_R1_001.fastq.gz
61,F8,DRIVE_y1977_s012_d0,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_62_S62_L002_R1_001.fastq.gz
62,G8,DRIVE_y1991_s008_d30,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_63_S63_L002_R1_001.fastq.gz
63,H8,DRIVE_y1991_s008_d0,2560,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_64_S64_L002_R1_001.fastq.gz
64,A9,DRIVE_y1990_s038_d30,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_65_S65_L002_R1_001.fastq.gz
65,B9,DRIVE_y1990_s038_d0,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_66_S66_L002_R1_001.fastq.gz
66,C9,DRIVE_y1976_s001_d30,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_67_S67_L002_R1_001.fastq.gz
67,D9,DRIVE_y1976_s001_d0,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_68_S68_L002_R1_001.fastq.gz
68,E9,DRIVE_y1977_s012_d30,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_69_S69_L002_R1_001.fastq.gz
69,F9,DRIVE_y1977_s012_d0,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_70_S70_L002_R1_001.fastq.gz
70,G9,DRIVE_y1991_s008_d30,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_71_S71_L002_R1_001.fastq.gz
71,H9,DRIVE_y1991_s008_d0,5120,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_72_S72_L002_R1_001.fastq.gz
72,A10,DRIVE_y1990_s038_d30,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_73_S73_L002_R1_001.fastq.gz
73,B10,DRIVE_y1990_s038_d0,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_74_S74_L002_R1_001.fastq.gz
74,C10,DRIVE_y1976_s001_d30,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_75_S75_L002_R1_001.fastq.gz
75,D10,DRIVE_y1976_s001_d0,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_76_S76_L002_R1_001.fastq.gz
76,E10,DRIVE_y1977_s012_d30,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_77_S77_L002_R1_001.fastq.gz
77,F10,DRIVE_y1977_s012_d0,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_78_S78_L002_R1_001.fastq.gz
78,G10,DRIVE_y1991_s008_d30,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_79_S79_L002_R1_001.fastq.gz
79,H10,DRIVE_y1991_s008_d0,10240,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_80_S80_L002_R1_001.fastq.gz
80,A11,DRIVE_y1990_s038_d30,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_81_S81_L002_R1_001.fastq.gz
81,B11,DRIVE_y1990_s038_d0,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_82_S82_L002_R1_001.fastq.gz
82,C11,DRIVE_y1976_s001_d30,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_83_S83_L002_R1_001.fastq.gz
83,D11,DRIVE_y1976_s001_d0,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_84_S84_L002_R1_001.fastq.gz
84,E11,DRIVE_y1977_s012_d30,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_85_S85_L002_R1_001.fastq.gz
85,F11,DRIVE_y1977_s012_d0,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_86_S86_L002_R1_001.fastq.gz
86,G11,DRIVE_y1991_s008_d30,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_87_S87_L002_R1_001.fastq.gz
87,H11,DRIVE_y1991_s008_d0,20480,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_88_S88_L002_R1_001.fastq.gz
88,A12,DRIVE_y1990_s038_d30,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_89_S89_L002_R1_001.fastq.gz
89,B12,DRIVE_y1990_s038_d0,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_90_S90_L002_R1_001.fastq.gz
90,C12,DRIVE_y1976_s001_d30,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_91_S91_L002_R1_001.fastq.gz
91,D12,DRIVE_y1976_s001_d0,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_92_S92_L002_R1_001.fastq.gz
92,E12,DRIVE_y1977_s012_d30,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_93_S93_L002_R1_001.fastq.gz
93,F12,DRIVE_y1977_s012_d0,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_94_S94_L002_R1_001.fastq.gz
94,G12,DRIVE_y1991_s008_d30,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_95_S95_L002_R1_001.fastq.gz
95,H12,DRIVE_y1991_s008_d0,40960,1,/shared/ngs/illumina/aloes/20241223_LH00740_0033_A22WH77LT3/Unaligned/DRIVE_H1N1_PlatesAtoD/PlateB_96_S96_L002_R1_001.fastq.gz
