well,serum,dilution_factor,replicate,fastq
B5,MOI_200K_rep2_6h,2,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_34_S34_R1_001.fastq.gz
C5,MOI_200K_rep2_6h,4,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_35_S35_R1_001.fastq.gz
D5,MOI_200K_rep2_6h,8,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_36_S36_R1_001.fastq.gz
E5,MOI_200K_rep2_6h,16,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_37_S37_R1_001.fastq.gz
F5,MOI_200K_rep2_6h,32,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_38_S38_R1_001.fastq.gz
G5,MOI_200K_rep2_6h,64,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_39_S39_R1_001.fastq.gz
H5,MOI_200K_rep2_6h,128,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_40_S40_R1_001.fastq.gz
B7,MOI_100K_rep1_8h,2,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_50_S50_R1_001.fastq.gz
C7,MOI_100K_rep1_8h,4,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_51_S51_R1_001.fastq.gz
D7,MOI_100K_rep1_8h,8,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_52_S52_R1_001.fastq.gz
E7,MOI_100K_rep1_8h,16,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_53_S53_R1_001.fastq.gz
F7,MOI_100K_rep1_8h,32,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_54_S54_R1_001.fastq.gz
G7,MOI_100K_rep1_8h,64,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_55_S55_R1_001.fastq.gz
H7,MOI_100K_rep1_8h,128,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_56_S56_R1_001.fastq.gz
B8,MOI_100K_rep2_8h,2,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_58_S58_R1_001.fastq.gz
C8,MOI_100K_rep2_8h,4,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_59_S59_R1_001.fastq.gz
D8,MOI_100K_rep2_8h,8,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_60_S60_R1_001.fastq.gz
E8,MOI_100K_rep2_8h,16,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_61_S61_R1_001.fastq.gz
F8,MOI_100K_rep2_8h,32,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_62_S62_R1_001.fastq.gz
G8,MOI_100K_rep2_8h,64,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_63_S63_R1_001.fastq.gz
H8,MOI_100K_rep2_8h,128,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_64_S64_R1_001.fastq.gz
B10,MOI_200K_rep1_8h,2,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_74_S74_R1_001.fastq.gz
C10,MOI_200K_rep1_8h,4,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_75_S75_R1_001.fastq.gz
D10,MOI_200K_rep1_8h,8,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_76_S76_R1_001.fastq.gz
E10,MOI_200K_rep1_8h,16,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_77_S77_R1_001.fastq.gz
F10,MOI_200K_rep1_8h,32,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_78_S78_R1_001.fastq.gz
G10,MOI_200K_rep1_8h,64,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_79_S79_R1_001.fastq.gz
H10,MOI_200K_rep1_8h,128,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_80_S80_R1_001.fastq.gz
B11,MOI_200K_rep2_8h,2,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_82_S82_R1_001.fastq.gz
C11,MOI_200K_rep2_8h,4,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_83_S83_R1_001.fastq.gz
D11,MOI_200K_rep2_8h,8,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_84_S84_R1_001.fastq.gz
E11,MOI_200K_rep2_8h,16,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_85_S85_R1_001.fastq.gz
F11,MOI_200K_rep2_8h,32,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_86_S86_R1_001.fastq.gz
G11,MOI_200K_rep2_8h,64,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_87_S87_R1_001.fastq.gz
H11,MOI_200K_rep2_8h,128,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240423_VH00319_493_AAFMH75M5/Unaligned/Project_aloes/PlateA_88_S88_R1_001.fastq.gz
