,well,serum,dilution_factor,replicate,fastq
24,H4,PENN23_y1971_s044_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_25_S25_R1_001.fastq.gz
25,G4,PENN23_y1971_s044_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_26_S26_R1_001.fastq.gz
26,F4,PENN23_y1974_s011_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_27_S27_R1_001.fastq.gz
27,E4,PENN23_y1974_s011_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_28_S28_R1_001.fastq.gz
28,D4,PENN23_y1994_s005_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_29_S29_R1_001.fastq.gz
29,C4,PENN23_y1994_s005_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_30_S30_R1_001.fastq.gz
30,B4,PENN23_y1994_s021_d0,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_31_S31_R1_001.fastq.gz
31,A4,PENN23_y1994_s021_d28,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_32_S32_R1_001.fastq.gz
32,H5,PENN23_y1971_s044_d0,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_33_S33_R1_001.fastq.gz
33,G5,PENN23_y1971_s044_d28,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_34_S34_R1_001.fastq.gz
34,F5,PENN23_y1974_s011_d0,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_35_S35_R1_001.fastq.gz
35,E5,PENN23_y1974_s011_d28,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_36_S36_R1_001.fastq.gz
36,D5,PENN23_y1994_s005_d0,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_37_S37_R1_001.fastq.gz
37,C5,PENN23_y1994_s005_d28,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_38_S38_R1_001.fastq.gz
38,B5,PENN23_y1994_s021_d0,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_39_S39_R1_001.fastq.gz
39,A5,PENN23_y1994_s021_d28,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_40_S40_R1_001.fastq.gz
40,H6,PENN23_y1971_s044_d0,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_41_S41_R1_001.fastq.gz
41,G6,PENN23_y1971_s044_d28,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_42_S42_R1_001.fastq.gz
42,F6,PENN23_y1974_s011_d0,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_43_S43_R1_001.fastq.gz
43,E6,PENN23_y1974_s011_d28,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_44_S44_R1_001.fastq.gz
44,D6,PENN23_y1994_s005_d0,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_45_S45_R1_001.fastq.gz
45,C6,PENN23_y1994_s005_d28,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_46_S46_R1_001.fastq.gz
46,B6,PENN23_y1994_s021_d0,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_47_S47_R1_001.fastq.gz
47,A6,PENN23_y1994_s021_d28,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_48_S48_R1_001.fastq.gz
48,H7,PENN23_y1971_s044_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_49_S49_R1_001.fastq.gz
49,G7,PENN23_y1971_s044_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_50_S50_R1_001.fastq.gz
50,F7,PENN23_y1974_s011_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_51_S51_R1_001.fastq.gz
51,E7,PENN23_y1974_s011_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_52_S52_R1_001.fastq.gz
52,D7,PENN23_y1994_s005_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_53_S53_R1_001.fastq.gz
53,C7,PENN23_y1994_s005_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_54_S54_R1_001.fastq.gz
54,B7,PENN23_y1994_s021_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_55_S55_R1_001.fastq.gz
55,A7,PENN23_y1994_s021_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_56_S56_R1_001.fastq.gz
56,H8,PENN23_y1971_s044_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_57_S57_R1_001.fastq.gz
57,G8,PENN23_y1971_s044_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_58_S58_R1_001.fastq.gz
58,F8,PENN23_y1974_s011_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_59_S59_R1_001.fastq.gz
59,E8,PENN23_y1974_s011_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_60_S60_R1_001.fastq.gz
60,D8,PENN23_y1994_s005_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_61_S61_R1_001.fastq.gz
61,C8,PENN23_y1994_s005_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_62_S62_R1_001.fastq.gz
62,B8,PENN23_y1994_s021_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_63_S63_R1_001.fastq.gz
63,A8,PENN23_y1994_s021_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_64_S64_R1_001.fastq.gz
64,H9,PENN23_y1971_s044_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_65_S65_R1_001.fastq.gz
65,G9,PENN23_y1971_s044_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_66_S66_R1_001.fastq.gz
66,F9,PENN23_y1974_s011_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_67_S67_R1_001.fastq.gz
67,E9,PENN23_y1974_s011_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_68_S68_R1_001.fastq.gz
68,D9,PENN23_y1994_s005_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_69_S69_R1_001.fastq.gz
69,C9,PENN23_y1994_s005_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_70_S70_R1_001.fastq.gz
70,B9,PENN23_y1994_s021_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_71_S71_R1_001.fastq.gz
71,A9,PENN23_y1994_s021_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_72_S72_R1_001.fastq.gz
72,H10,PENN23_y1971_s044_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_73_S73_R1_001.fastq.gz
73,G10,PENN23_y1971_s044_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_74_S74_R1_001.fastq.gz
74,F10,PENN23_y1974_s011_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_75_S75_R1_001.fastq.gz
75,E10,PENN23_y1974_s011_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_76_S76_R1_001.fastq.gz
76,D10,PENN23_y1994_s005_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_77_S77_R1_001.fastq.gz
77,C10,PENN23_y1994_s005_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_78_S78_R1_001.fastq.gz
78,B10,PENN23_y1994_s021_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_79_S79_R1_001.fastq.gz
79,A10,PENN23_y1994_s021_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_80_S80_R1_001.fastq.gz
80,H11,PENN23_y1971_s044_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_81_S81_R1_001.fastq.gz
81,G11,PENN23_y1971_s044_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_82_S82_R1_001.fastq.gz
82,F11,PENN23_y1974_s011_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_83_S83_R1_001.fastq.gz
83,E11,PENN23_y1974_s011_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_84_S84_R1_001.fastq.gz
84,D11,PENN23_y1994_s005_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_85_S85_R1_001.fastq.gz
85,C11,PENN23_y1994_s005_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_86_S86_R1_001.fastq.gz
86,B11,PENN23_y1994_s021_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_87_S87_R1_001.fastq.gz
87,A11,PENN23_y1994_s021_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_88_S88_R1_001.fastq.gz
88,H12,PENN23_y1971_s044_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_89_S89_R1_001.fastq.gz
89,G12,PENN23_y1971_s044_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_90_S90_R1_001.fastq.gz
90,F12,PENN23_y1974_s011_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_91_S91_R1_001.fastq.gz
91,E12,PENN23_y1974_s011_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_92_S92_R1_001.fastq.gz
92,D12,PENN23_y1994_s005_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_93_S93_R1_001.fastq.gz
93,C12,PENN23_y1994_s005_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_94_S94_R1_001.fastq.gz
94,B12,PENN23_y1994_s021_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_95_S95_R1_001.fastq.gz
95,A12,PENN23_y1994_s021_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240612_VH00319_522_AAFT3NGM5/Unaligned/Project_aloes/PlateA_96_S96_R1_001.fastq.gz
